instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_category,weather_category
14514,,3,1,9,22,0,6,0,2,0.66,0.5909,0.89,0.0,21,57,78,Musim Gugur,Berkabut/Berawan
14515,,3,1,9,23,0,6,0,1,0.66,0.5909,0.89,0.0896,57,88,145,Musim Gugur,Cerah/Sedikit Berawan
14516,,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99,Musim Gugur,Berkabut/Berawan
14517,,3,1,9,1,0,0,0,1,0.66,0.5909,0.89,0.0,15,58,73,Musim Gugur,Cerah/Sedikit Berawan
14518,,3,1,9,2,0,0,0,1,0.66,0.5909,0.89,0.0,28,56,84,Musim Gugur,Cerah/Sedikit Berawan
14519,,3,1,9,3,0,0,0,1,0.66,0.5909,0.89,0.0896,9,33,42,Musim Gugur,Cerah/Sedikit Berawan
14520,,3,1,9,4,0,0,0,1,0.66,0.5909,0.89,0.0,7,15,22,Musim Gugur,Cerah/Sedikit Berawan
14521,,3,1,9,5,0,0,0,1,0.66,0.5909,0.89,0.0,2,10,12,Musim Gugur,Cerah/Sedikit Berawan
14522,,3,1,9,6,0,0,0,2,0.66,0.5909,0.89,0.0,2,13,15,Musim Gugur,Berkabut/Berawan
14523,,3,1,9,7,0,0,0,1,0.66,0.5909,0.94,0.0896,13,29,42,Musim Gugur,Cerah/Sedikit Berawan
14524,,3,1,9,8,0,0,0,1,0.68,0.6364,0.89,0.0896,30,99,129,Musim Gugur,Cerah/Sedikit Berawan
14525,,3,1,9,9,0,0,0,2,0.7,0.6667,0.84,0.0,88,144,232,Musim Gugur,Berkabut/Berawan
14526,,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0.0,158,230,388,Musim Gugur,Berkabut/Berawan
14527,,3,1,9,11,0,0,0,2,0.74,0.697,0.7,0.0,226,263,489,Musim Gugur,Berkabut/Berawan
14528,,3,1,9,12,0,0,0,3,0.74,0.697,0.7,0.0,248,297,545,Musim Gugur,Salju Ringan/Hujan Ringan
14529,,3,1,9,13,0,0,0,3,0.72,0.697,0.74,0.0896,263,230,493,Musim Gugur,Salju Ringan/Hujan Ringan
14530,,3,1,9,14,0,0,0,3,0.72,0.697,0.79,0.0896,249,208,457,Musim Gugur,Salju Ringan/Hujan Ringan
14531,,3,1,9,15,0,0,0,3,0.74,0.7121,0.74,0.1343,179,176,355,Musim Gugur,Salju Ringan/Hujan Ringan
14532,,3,1,9,16,0,0,0,1,0.74,0.697,0.7,0.0,222,252,474,Musim Gugur,Cerah/Sedikit Berawan
14533,,3,1,9,17,0,0,0,1,0.76,0.7273,0.66,0.0896,219,284,503,Musim Gugur,Cerah/Sedikit Berawan
14534,,3,1,9,18,0,0,0,1,0.74,0.7121,0.74,0.0,227,273,500,Musim Gugur,Cerah/Sedikit Berawan
14535,,3,1,9,19,0,0,0,2,0.7,0.6667,0.84,0.2239,140,152,292,Musim Gugur,Berkabut/Berawan
14536,,3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,Musim Gugur,Berkabut/Berawan
14537,,3,1,9,21,0,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,Musim Gugur,Cerah/Sedikit Berawan
14538,,3,1,9,22,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,Musim Gugur,Salju Ringan/Hujan Ringan
14539,,3,1,9,23,0,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123,Musim Gugur,Salju Ringan/Hujan Ringan
14540,,3,1,9,0,1,1,0,2,0.66,0.5909,0.94,0.0,42,62,104,Musim Gugur,Berkabut/Berawan
14541,,3,1,9,1,1,1,0,2,0.68,0.6364,0.89,0.1642,18,37,55,Musim Gugur,Berkabut/Berawan
14542,,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40,Musim Gugur,Cerah/Sedikit Berawan
14543,,3,1,9,3,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28,Musim Gugur,Cerah/Sedikit Berawan
14544,,3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11,Musim Gugur,Cerah/Sedikit Berawan
14545,,3,1,9,5,1,1,0,1,0.66,0.5909,0.89,0.0,1,3,4,Musim Gugur,Cerah/Sedikit Berawan
14546,,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0.0,3,12,15,Musim Gugur,Cerah/Sedikit Berawan
14547,,3,1,9,7,1,1,0,1,0.68,0.6364,0.85,0.0,6,37,43,Musim Gugur,Cerah/Sedikit Berawan
14548,,3,1,9,8,1,1,0,2,0.7,0.6667,0.84,0.1045,36,91,127,Musim Gugur,Berkabut/Berawan
14549,,3,1,9,9,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229,Musim Gugur,Berkabut/Berawan
14550,,3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224,359,Musim Gugur,Berkabut/Berawan
14551,,3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,187,272,459,Musim Gugur,Berkabut/Berawan
14552,,3,1,9,12,1,1,0,2,0.76,0.7121,0.62,0.2985,191,352,543,Musim Gugur,Berkabut/Berawan
14553,,3,1,9,13,1,1,0,2,0.76,0.7273,0.66,0.2537,209,357,566,Musim Gugur,Berkabut/Berawan
14554,,3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,163,349,512,Musim Gugur,Cerah/Sedikit Berawan
14555,,3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449,Musim Gugur,Cerah/Sedikit Berawan
14556,,3,1,9,16,1,1,0,1,0.74,0.697,0.7,0.2239,165,335,500,Musim Gugur,Cerah/Sedikit Berawan
14557,,3,1,9,17,1,1,0,1,0.74,0.697,0.7,0.1343,181,317,498,Musim Gugur,Cerah/Sedikit Berawan
14558,,3,1,9,18,1,1,0,1,0.74,0.697,0.66,0.1642,145,337,482,Musim Gugur,Cerah/Sedikit Berawan
14559,,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374,Musim Gugur,Cerah/Sedikit Berawan
14560,,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261,Musim Gugur,Cerah/Sedikit Berawan
14561,,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,Musim Gugur,Cerah/Sedikit Berawan
14562,,3,1,9,22,1,1,0,2,0.7,0.6667,0.84,0.1343,17,104,121,Musim Gugur,Berkabut/Berawan
14563,,3,1,9,23,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70,Musim Gugur,Berkabut/Berawan
14564,,3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537,10,19,29,Musim Gugur,Berkabut/Berawan
14565,,3,1,9,1,0,2,1,1,0.68,0.6364,0.82,0.1343,15,9,24,Musim Gugur,Cerah/Sedikit Berawan
14566,,3,1,9,2,0,2,1,1,0.68,0.6364,0.82,0.1343,1,4,5,Musim Gugur,Cerah/Sedikit Berawan
14567,,3,1,9,3,0,2,1,2,0.66,0.5909,0.89,0.0896,1,9,10,Musim Gugur,Berkabut/Berawan
14568,,3,1,9,4,0,2,1,2,0.66,0.5909,0.89,0.0,0,8,8,Musim Gugur,Berkabut/Berawan
14569,,3,1,9,5,0,2,1,2,0.66,0.5909,0.89,0.0,1,37,38,Musim Gugur,Berkabut/Berawan
14570,,3,1,9,6,0,2,1,2,0.68,0.6364,0.89,0.1045,7,165,172,Musim Gugur,Berkabut/Berawan
14571,,3,1,9,7,0,2,1,2,0.68,0.6364,0.89,0.1045,13,480,493,Musim Gugur,Berkabut/Berawan
14572,,3,1,9,8,0,2,1,1,0.7,0.6667,0.84,0.1642,15,617,632,Musim Gugur,Cerah/Sedikit Berawan
14573,,3,1,9,9,0,2,1,2,0.72,0.697,0.79,0.2239,30,293,323,Musim Gugur,Berkabut/Berawan
14574,,3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,42,130,172,Musim Gugur,Berkabut/Berawan
14575,,3,1,9,11,0,2,1,2,0.74,0.697,0.7,0.2836,39,159,198,Musim Gugur,Berkabut/Berawan
14576,,3,1,9,12,0,2,1,1,0.76,0.7273,0.7,0.2836,54,233,287,Musim Gugur,Cerah/Sedikit Berawan
14577,,3,1,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478,72,203,275,Musim Gugur,Cerah/Sedikit Berawan
14578,,3,1,9,14,0,2,1,1,0.8,0.7576,0.55,0.4179,72,202,274,Musim Gugur,Cerah/Sedikit Berawan
14579,,3,1,9,15,0,2,1,1,0.8,0.7727,0.59,0.4627,68,224,292,Musim Gugur,Cerah/Sedikit Berawan
14580,,3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,61,397,458,Musim Gugur,Cerah/Sedikit Berawan
14581,,3,1,9,17,0,2,1,1,0.76,0.7273,0.7,0.3582,110,746,856,Musim Gugur,Cerah/Sedikit Berawan
14582,,3,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239,94,745,839,Musim Gugur,Cerah/Sedikit Berawan
14583,,3,1,9,19,0,2,1,1,0.76,0.7273,0.7,0.2239,50,502,552,Musim Gugur,Cerah/Sedikit Berawan
14584,,3,1,9,20,0,2,1,1,0.74,0.697,0.7,0.2537,47,338,385,Musim Gugur,Cerah/Sedikit Berawan
14585,,3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537,28,240,268,Musim Gugur,Cerah/Sedikit Berawan
14586,,3,1,9,22,0,2,1,1,0.74,0.697,0.7,0.2836,25,154,179,Musim Gugur,Cerah/Sedikit Berawan
14587,,3,1,9,23,0,2,1,1,0.72,0.697,0.74,0.2985,12,83,95,Musim Gugur,Cerah/Sedikit Berawan
14588,,3,1,9,0,0,3,1,1,0.72,0.697,0.74,0.2537,10,27,37,Musim Gugur,Cerah/Sedikit Berawan
14589,,3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.194,2,11,13,Musim Gugur,Cerah/Sedikit Berawan
14590,,3,1,9,2,0,3,1,1,0.7,0.6667,0.84,0.194,0,9,9,Musim Gugur,Cerah/Sedikit Berawan
14591,,3,1,9,3,0,3,1,1,0.7,0.6667,0.79,0.2836,0,4,4,Musim Gugur,Cerah/Sedikit Berawan
14592,,3,1,9,4,0,3,1,1,0.7,0.6667,0.79,0.2836,2,3,5,Musim Gugur,Cerah/Sedikit Berawan
14593,,3,1,9,5,0,3,1,2,0.7,0.6667,0.79,0.2985,1,39,40,Musim Gugur,Berkabut/Berawan
14594,,3,1,9,6,0,3,1,1,0.7,0.6667,0.79,0.2836,7,203,210,Musim Gugur,Cerah/Sedikit Berawan
14595,,3,1,9,7,0,3,1,2,0.7,0.6667,0.79,0.2537,11,489,500,Musim Gugur,Berkabut/Berawan
14596,,3,1,9,8,0,3,1,1,0.72,0.697,0.74,0.194,33,692,725,Musim Gugur,Cerah/Sedikit Berawan
14597,,3,1,9,9,0,3,1,1,0.74,0.697,0.7,0.2537,27,263,290,Musim Gugur,Cerah/Sedikit Berawan
14598,,3,1,9,10,0,3,1,2,0.76,0.7273,0.7,0.1642,54,181,235,Musim Gugur,Berkabut/Berawan
14599,,3,1,9,11,0,3,1,2,0.78,0.7424,0.62,0.1642,61,156,217,Musim Gugur,Berkabut/Berawan
14600,,3,1,9,12,0,3,1,1,0.78,0.7727,0.7,0.1045,49,217,266,Musim Gugur,Cerah/Sedikit Berawan
14601,,3,1,9,13,0,3,1,1,0.8,0.7879,0.63,0.1642,50,184,234,Musim Gugur,Cerah/Sedikit Berawan
14602,,3,1,9,14,0,3,1,1,0.82,0.7879,0.56,0.1045,34,177,211,Musim Gugur,Cerah/Sedikit Berawan
14603,,3,1,9,15,0,3,1,1,0.78,0.7727,0.7,0.194,41,204,245,Musim Gugur,Cerah/Sedikit Berawan
14604,,3,1,9,16,0,3,1,1,0.76,0.7273,0.7,0.2537,86,344,430,Musim Gugur,Cerah/Sedikit Berawan
14605,,3,1,9,17,0,3,1,1,0.76,0.7273,0.66,0.2537,83,780,863,Musim Gugur,Cerah/Sedikit Berawan
14606,,3,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.194,82,757,839,Musim Gugur,Cerah/Sedikit Berawan
14607,,3,1,9,19,0,3,1,1,0.74,0.697,0.7,0.1642,64,598,662,Musim Gugur,Cerah/Sedikit Berawan
14608,,3,1,9,20,0,3,1,1,0.72,0.7121,0.84,0.1642,55,357,412,Musim Gugur,Cerah/Sedikit Berawan
14609,,3,1,9,21,0,3,1,1,0.72,0.697,0.79,0.0,18,278,296,Musim Gugur,Cerah/Sedikit Berawan
14610,,3,1,9,22,0,3,1,1,0.72,0.697,0.79,0.0,38,181,219,Musim Gugur,Cerah/Sedikit Berawan
14611,,3,1,9,23,0,3,1,1,0.7,0.6667,0.84,0.0896,24,126,150,Musim Gugur,Cerah/Sedikit Berawan
14612,,3,1,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,30,35,65,Musim Gugur,Berkabut/Berawan
14613,,3,1,9,1,0,4,1,2,0.7,0.6667,0.84,0.0,2,16,18,Musim Gugur,Berkabut/Berawan
14614,,3,1,9,2,0,4,1,1,0.72,0.697,0.79,0.0,1,7,8,Musim Gugur,Cerah/Sedikit Berawan
14615,,3,1,9,3,0,4,1,1,0.7,0.6667,0.84,0.1045,0,9,9,Musim Gugur,Cerah/Sedikit Berawan
14616,,3,1,9,4,0,4,1,2,0.7,0.6667,0.84,0.0896,0,8,8,Musim Gugur,Berkabut/Berawan
14617,,3,1,9,5,0,4,1,2,0.7,0.6667,0.84,0.194,3,35,38,Musim Gugur,Berkabut/Berawan
14618,,3,1,9,6,0,4,1,2,0.7,0.6667,0.84,0.0896,11,189,200,Musim Gugur,Berkabut/Berawan
14619,,3,1,9,7,0,4,1,2,0.7,0.6667,0.84,0.1045,21,461,482,Musim Gugur,Berkabut/Berawan
14620,,3,1,9,8,0,4,1,3,0.7,0.6667,0.79,0.0,24,622,646,Musim Gugur,Salju Ringan/Hujan Ringan
14621,,3,1,9,9,0,4,1,3,0.66,0.5909,0.94,0.1343,8,115,123,Musim Gugur,Salju Ringan/Hujan Ringan
14622,,3,1,9,10,0,4,1,3,0.66,0.5909,0.94,0.1343,9,40,49,Musim Gugur,Salju Ringan/Hujan Ringan
14623,,3,1,9,11,0,4,1,3,0.7,0.6667,0.84,0.1642,10,52,62,Musim Gugur,Salju Ringan/Hujan Ringan
14624,,3,1,9,12,0,4,1,2,0.72,0.697,0.79,0.2239,11,126,137,Musim Gugur,Berkabut/Berawan
14625,,3,1,9,13,0,4,1,2,0.72,0.697,0.79,0.1045,39,152,191,Musim Gugur,Berkabut/Berawan
14626,,3,1,9,14,0,4,1,1,0.74,0.7121,0.74,0.0896,38,178,216,Musim Gugur,Cerah/Sedikit Berawan
14627,,3,1,9,15,0,4,1,1,0.74,0.697,0.66,0.194,42,228,270,Musim Gugur,Cerah/Sedikit Berawan
14628,,3,1,9,16,0,4,1,1,0.74,0.697,0.7,0.2239,42,374,416,Musim Gugur,Cerah/Sedikit Berawan
14629,,3,1,9,17,0,4,1,1,0.74,0.697,0.7,0.2537,67,741,808,Musim Gugur,Cerah/Sedikit Berawan
14630,,3,1,9,18,0,4,1,1,0.72,0.6818,0.7,0.2537,74,761,835,Musim Gugur,Cerah/Sedikit Berawan
14631,,3,1,9,19,0,4,1,1,0.68,0.6364,0.74,0.2537,54,504,558,Musim Gugur,Cerah/Sedikit Berawan
14632,,3,1,9,20,0,4,1,1,0.66,0.6061,0.78,0.2239,50,356,406,Musim Gugur,Cerah/Sedikit Berawan
14633,,3,1,9,21,0,4,1,1,0.64,0.5758,0.89,0.1642,32,240,272,Musim Gugur,Cerah/Sedikit Berawan
14634,,3,1,9,22,0,4,1,1,0.64,0.5758,0.89,0.1642,24,193,217,Musim Gugur,Cerah/Sedikit Berawan
14635,,3,1,9,23,0,4,1,1,0.64,0.5758,0.89,0.1642,19,150,169,Musim Gugur,Cerah/Sedikit Berawan
14636,,3,1,9,0,0,5,1,1,0.64,0.5758,0.89,0.1343,17,79,96,Musim Gugur,Cerah/Sedikit Berawan
14637,,3,1,9,1,0,5,1,1,0.62,0.5606,0.88,0.1045,10,19,29,Musim Gugur,Cerah/Sedikit Berawan
14638,,3,1,9,2,0,5,1,1,0.62,0.5758,0.83,0.0896,1,10,11,Musim Gugur,Cerah/Sedikit Berawan
14639,,3,1,9,3,0,5,1,1,0.62,0.5758,0.83,0.0896,0,9,9,Musim Gugur,Cerah/Sedikit Berawan
14640,,3,1,9,4,0,5,1,1,0.62,0.5606,0.88,0.0,1,7,8,Musim Gugur,Cerah/Sedikit Berawan
14641,,3,1,9,5,0,5,1,1,0.62,0.5606,0.88,0.0,1,39,40,Musim Gugur,Cerah/Sedikit Berawan
14642,,3,1,9,6,0,5,1,1,0.62,0.5606,0.88,0.1045,5,135,140,Musim Gugur,Cerah/Sedikit Berawan
14643,,3,1,9,7,0,5,1,1,0.64,0.5758,0.89,0.1045,21,465,486,Musim Gugur,Cerah/Sedikit Berawan
14644,,3,1,9,8,0,5,1,1,0.66,0.6061,0.83,0.1045,29,690,719,Musim Gugur,Cerah/Sedikit Berawan
14645,,3,1,9,9,0,5,1,1,0.7,0.6667,0.79,0.1343,33,311,344,Musim Gugur,Cerah/Sedikit Berawan
14646,,3,1,9,10,0,5,1,1,0.72,0.697,0.74,0.1343,53,171,224,Musim Gugur,Cerah/Sedikit Berawan
14647,,3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,81,215,296,Musim Gugur,Cerah/Sedikit Berawan
14648,,3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,76,247,323,Musim Gugur,Cerah/Sedikit Berawan
14649,,3,1,9,13,0,5,1,1,0.8,0.7727,0.59,0.2537,71,283,354,Musim Gugur,Cerah/Sedikit Berawan
14650,,3,1,9,14,0,5,1,1,0.8,0.7727,0.59,0.2537,66,187,253,Musim Gugur,Cerah/Sedikit Berawan
14651,,3,1,9,15,0,5,1,1,0.8,0.7576,0.55,0.2537,66,265,331,Musim Gugur,Cerah/Sedikit Berawan
14652,,3,1,9,16,0,5,1,1,0.8,0.7576,0.55,0.2836,75,395,470,Musim Gugur,Cerah/Sedikit Berawan
14653,,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,88,684,772,Musim Gugur,Cerah/Sedikit Berawan
14654,,3,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,95,697,792,Musim Gugur,Cerah/Sedikit Berawan
14655,,3,1,9,19,0,5,1,1,0.74,0.6818,0.62,0.2836,70,498,568,Musim Gugur,Cerah/Sedikit Berawan
14656,,3,1,9,20,0,5,1,1,0.72,0.6818,0.66,0.2239,51,340,391,Musim Gugur,Cerah/Sedikit Berawan
14657,,3,1,9,21,0,5,1,1,0.7,0.6667,0.74,0.1642,55,246,301,Musim Gugur,Cerah/Sedikit Berawan
14658,,3,1,9,22,0,5,1,1,0.7,0.6667,0.74,0.2239,52,247,299,Musim Gugur,Cerah/Sedikit Berawan
14659,,3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537,28,220,248,Musim Gugur,Cerah/Sedikit Berawan
14660,,3,1,9,0,0,6,0,1,0.66,0.5909,0.89,0.2537,20,130,150,Musim Gugur,Cerah/Sedikit Berawan
14661,,3,1,9,1,0,6,0,2,0.66,0.5909,0.89,0.2836,10,107,117,Musim Gugur,Berkabut/Berawan
14662,,3,1,9,2,0,6,0,1,0.66,0.5909,0.89,0.3284,9,68,77,Musim Gugur,Cerah/Sedikit Berawan
14663,,3,1,9,3,0,6,0,2,0.66,0.5909,0.89,0.2239,3,40,43,Musim Gugur,Berkabut/Berawan
14664,,3,1,9,4,0,6,0,2,0.66,0.5909,0.94,0.2239,3,8,11,Musim Gugur,Berkabut/Berawan
14665,,3,1,9,5,0,6,0,2,0.66,0.5909,0.94,0.2537,2,13,15,Musim Gugur,Berkabut/Berawan
14666,,3,1,9,6,0,6,0,2,0.66,0.5909,0.89,0.2836,8,26,34,Musim Gugur,Berkabut/Berawan
14667,,3,1,9,7,0,6,0,1,0.66,0.5909,0.89,0.2836,11,71,82,Musim Gugur,Cerah/Sedikit Berawan
14668,,3,1,9,8,0,6,0,1,0.7,0.6667,0.79,0.3284,33,197,230,Musim Gugur,Cerah/Sedikit Berawan
14669,,3,1,9,9,0,6,0,1,0.7,0.6667,0.74,0.3881,87,261,348,Musim Gugur,Cerah/Sedikit Berawan
14670,,3,1,9,10,0,6,0,1,0.74,0.697,0.7,0.3881,100,322,422,Musim Gugur,Cerah/Sedikit Berawan
14671,,3,1,9,11,0,6,0,1,0.76,0.7121,0.62,0.4478,173,405,578,Musim Gugur,Cerah/Sedikit Berawan
14672,,3,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925,220,474,694,Musim Gugur,Cerah/Sedikit Berawan
14673,,3,1,9,13,0,6,0,1,0.82,0.7727,0.52,0.5224,233,435,668,Musim Gugur,Cerah/Sedikit Berawan
14674,,3,1,9,14,0,6,0,1,0.82,0.7727,0.52,0.4478,260,366,626,Musim Gugur,Cerah/Sedikit Berawan
14675,,3,1,9,15,0,6,0,3,0.56,0.5303,0.88,0.2537,175,337,512,Musim Gugur,Salju Ringan/Hujan Ringan
14676,,3,1,9,16,0,6,0,3,0.56,0.5303,0.88,0.194,19,95,114,Musim Gugur,Salju Ringan/Hujan Ringan
14677,,3,1,9,17,0,6,0,3,0.58,0.5455,0.83,0.194,52,119,171,Musim Gugur,Salju Ringan/Hujan Ringan
14678,,3,1,9,18,0,6,0,3,0.58,0.5455,0.83,0.1343,27,140,167,Musim Gugur,Salju Ringan/Hujan Ringan
14679,,3,1,9,19,0,6,0,3,0.58,0.5455,0.88,0.1045,28,187,215,Musim Gugur,Salju Ringan/Hujan Ringan
14680,,3,1,9,20,0,6,0,2,0.58,0.5455,0.88,0.0896,28,166,194,Musim Gugur,Berkabut/Berawan
14681,,3,1,9,21,0,6,0,2,0.6,0.5606,0.83,0.1642,26,155,181,Musim Gugur,Berkabut/Berawan
14682,,3,1,9,22,0,6,0,2,0.58,0.5455,0.78,0.2985,18,176,194,Musim Gugur,Berkabut/Berawan
14683,,3,1,9,23,0,6,0,2,0.58,0.5455,0.73,0.1642,12,121,133,Musim Gugur,Berkabut/Berawan
14684,,3,1,9,0,0,0,0,2,0.56,0.5303,0.73,0.194,18,106,124,Musim Gugur,Berkabut/Berawan
14685,,3,1,9,1,0,0,0,1,0.56,0.5303,0.73,0.2239,20,104,124,Musim Gugur,Cerah/Sedikit Berawan
14686,,3,1,9,2,0,0,0,1,0.54,0.5152,0.77,0.2836,15,81,96,Musim Gugur,Cerah/Sedikit Berawan
14687,,3,1,9,3,0,0,0,1,0.54,0.5152,0.73,0.2239,14,32,46,Musim Gugur,Cerah/Sedikit Berawan
14688,,3,1,9,4,0,0,0,1,0.52,0.5,0.77,0.2537,12,16,28,Musim Gugur,Cerah/Sedikit Berawan
14689,,3,1,9,5,0,0,0,1,0.52,0.5,0.77,0.194,16,39,55,Musim Gugur,Cerah/Sedikit Berawan
14690,,3,1,9,6,0,0,0,1,0.52,0.5,0.77,0.194,11,24,35,Musim Gugur,Cerah/Sedikit Berawan
14691,,3,1,9,7,0,0,0,1,0.54,0.5152,0.73,0.1642,20,50,70,Musim Gugur,Cerah/Sedikit Berawan
14692,,3,1,9,8,0,0,0,1,0.58,0.5455,0.68,0.2239,27,143,170,Musim Gugur,Cerah/Sedikit Berawan
14693,,3,1,9,9,0,0,0,1,0.62,0.6061,0.61,0.2537,85,214,299,Musim Gugur,Cerah/Sedikit Berawan
14694,,3,1,9,10,0,0,0,1,0.64,0.6212,0.57,0.2985,172,323,495,Musim Gugur,Cerah/Sedikit Berawan
14695,,3,1,9,11,0,0,0,1,0.66,0.6212,0.47,0.2537,194,391,585,Musim Gugur,Cerah/Sedikit Berawan
14696,,3,1,9,12,0,0,0,1,0.66,0.6212,0.47,0.0,247,510,757,Musim Gugur,Cerah/Sedikit Berawan
14697,,3,1,9,13,0,0,0,1,0.68,0.6364,0.39,0.0,238,491,729,Musim Gugur,Cerah/Sedikit Berawan
14698,,3,1,9,14,0,0,0,1,0.72,0.6515,0.3,0.2836,232,415,647,Musim Gugur,Cerah/Sedikit Berawan
14699,,3,1,9,15,0,0,0,1,0.72,0.6515,0.32,0.2537,284,412,696,Musim Gugur,Cerah/Sedikit Berawan
14700,,3,1,9,16,0,0,0,1,0.68,0.6364,0.36,0.2836,228,473,701,Musim Gugur,Cerah/Sedikit Berawan
14701,,3,1,9,17,0,0,0,1,0.7,0.6364,0.37,0.2537,213,458,671,Musim Gugur,Cerah/Sedikit Berawan
14702,,3,1,9,18,0,0,0,1,0.66,0.6212,0.36,0.2537,156,404,560,Musim Gugur,Cerah/Sedikit Berawan
14703,,3,1,9,19,0,0,0,1,0.66,0.6212,0.36,0.2537,134,362,496,Musim Gugur,Cerah/Sedikit Berawan
14704,,3,1,9,20,0,0,0,1,0.62,0.6212,0.41,0.2836,91,265,356,Musim Gugur,Cerah/Sedikit Berawan
14705,,3,1,9,21,0,0,0,1,0.6,0.6212,0.46,0.2239,57,149,206,Musim Gugur,Cerah/Sedikit Berawan
14706,,3,1,9,22,0,0,0,1,0.58,0.5455,0.49,0.2537,64,125,189,Musim Gugur,Cerah/Sedikit Berawan
14707,,3,1,9,23,0,0,0,1,0.56,0.5303,0.52,0.2836,22,70,92,Musim Gugur,Cerah/Sedikit Berawan
14708,,3,1,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836,6,35,41,Musim Gugur,Cerah/Sedikit Berawan
14709,,3,1,9,1,0,1,1,1,0.54,0.5152,0.6,0.194,7,11,18,Musim Gugur,Cerah/Sedikit Berawan
14710,,3,1,9,2,0,1,1,1,0.54,0.5152,0.6,0.3582,11,6,17,Musim Gugur,Cerah/Sedikit Berawan
14711,,3,1,9,3,0,1,1,1,0.52,0.5,0.68,0.2836,5,7,12,Musim Gugur,Cerah/Sedikit Berawan
14712,,3,1,9,4,0,1,1,1,0.52,0.5,0.68,0.2836,1,4,5,Musim Gugur,Cerah/Sedikit Berawan
14713,,3,1,9,5,0,1,1,1,0.5,0.4848,0.72,0.2537,4,36,40,Musim Gugur,Cerah/Sedikit Berawan
14714,,3,1,9,6,0,1,1,1,0.5,0.4848,0.72,0.1343,8,172,180,Musim Gugur,Cerah/Sedikit Berawan
14715,,3,1,9,7,0,1,1,1,0.52,0.5,0.68,0.2239,20,427,447,Musim Gugur,Cerah/Sedikit Berawan
14716,,3,1,9,8,0,1,1,1,0.56,0.5303,0.6,0.2836,33,697,730,Musim Gugur,Cerah/Sedikit Berawan
14717,,3,1,9,9,0,1,1,1,0.6,0.6212,0.53,0.2985,40,321,361,Musim Gugur,Cerah/Sedikit Berawan
14718,,3,1,9,10,0,1,1,1,0.62,0.6212,0.5,0.2836,42,168,210,Musim Gugur,Cerah/Sedikit Berawan
14719,,3,1,9,11,0,1,1,1,0.62,0.6212,0.43,0.2985,69,167,236,Musim Gugur,Cerah/Sedikit Berawan
14720,,3,1,9,12,0,1,1,1,0.64,0.6212,0.44,0.3881,76,256,332,Musim Gugur,Cerah/Sedikit Berawan
14721,,3,1,9,13,0,1,1,1,0.64,0.6212,0.38,0.2239,72,251,323,Musim Gugur,Cerah/Sedikit Berawan
14722,,3,1,9,14,0,1,1,1,0.66,0.6212,0.36,0.2836,107,233,340,Musim Gugur,Cerah/Sedikit Berawan
14723,,3,1,9,15,0,1,1,1,0.66,0.6212,0.31,0.3881,115,231,346,Musim Gugur,Cerah/Sedikit Berawan
14724,,3,1,9,16,0,1,1,1,0.66,0.6212,0.34,0.3284,108,380,488,Musim Gugur,Cerah/Sedikit Berawan
